id,id_questao_origem,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,ha_imagem,comentario,simulado_numero
378,[304306],Produtos e Investimentos,"Um fundo multimercado de capital protegido oferece as seguintes rentabilidades a seus investidores, em um dado período: − 110% da Taxa DI do período, se ocorrer alta superior a 20% do Ibovespa a qualquer momento − 100% da Taxa DI do período, se a variação do Ibovespa ﬁcar entre 0% e 20% ao ﬁnal desse período − 0%, se a variação do Ibovespa for negativa ao ﬁnal do período Considere os seguintes dados realizados: − Ibovespa, em pontos, no dia da aplicação: 65.000 − Ibovespa, em pontos, no dia do resgate: 75.000 − Taxa DI acumulada no período do investimento: 4,50% − despreze os custos de transação e taxas de administração nos cálculos Caso um investidor tenha aplicado R$ 10.000.000,00 nesse fundo e o Ibovespa tenha atingido cotação máxima de 79.500 pontos, o rendimento bruto será de","R$ 1.538.461,54","R$ 223.076,92","R$ 450.000,00","R$ 495.000,00",D,NAO,,6
379,[105356],Produtos e Investimentos,O objetivo de uma classe Renda Fixa Simples de um Fundo de Investimento destinado ao segmento de varejo é o de ter uma carteira de títulos com baixo risco de crédito e baixo risco de mercado. Esse objetivo é atingido com uma carteira composta por,títulos do governo federal e de alta duração.,títulos de instituições ﬁnanceiras e de baixa duração.,títulos do governo federal e de baixa duração.,títulos de instituições ﬁnanceiras e de alta duração.,D,NAO,,6
380,[304307],Produtos e Investimentos,"Considere um investidor que tenha comprado 1.000 cotas de um fundo multimercado com a seguinte alocação: − 10% em moeda (dólar norte-americano) − 30% em renda variável (ETF que replica o Ibovespa) − 60% em renda ﬁxa (100% pós-ﬁxado em Taxa DI) Supondo a manutenção desses percentuais, desde a sua entrada no fundo até o resgate, e as condições abaixo no período de investimento: − valorização do dólar norte-americano: 15,00% − desvalorização do Ibovespa: 20,00% − Taxa DI acumulada no período: 10,00% As cotas compradas, desconsiderando quaisquer taxas e custos associados à operação, tiveram um retorno acumulado no período de","1,50%","1,20%","1,67%","5,00% 98",C,NAO,,6
381,[304518],Produtos e Investimentos,"Em junho de 2018, um investidor adquiriu cotas da classe de um fundo de investimento de renda ﬁxa curto prazo no valor de R$ 100.000,00 e, até o ﬁnal de novembro, a classe desse fundo obteve um rendimento de 10,00%. Caso esse investidor não resgate suas cotas, o valor líquido no primeiro dia útil de dezembro será, aproximadamente, de","R$ 108.500,00","R$ 110.000,00","R$ 108.000,00","R$ 107.750,00",A,NAO,,6
382,[304201],Produtos e Investimentos,"A classe de um fundo de investimento multimercado visa a um retorno de 150% da Taxa DI. Para atingir esse objetivo, a política de investimento dessa classe do fundo permite que ele alavanque até 200% de seu patrimônio em operações de mercados futuros. Em determinado dia, a classe estava utilizando todo o seu limite máximo de alavancagem e os preços dos ativos da carteira desvalorizaram 15%, sem considerar a perda com derivativos. Nessa situação, a classe das cotas desse fundo desvalorizou, aproximadamente,",15%,30%,45%,60%,C,NAO,,6
383,[304517],Produtos e Investimentos,"Um investidor aplicou R$ 3.000.000,00 pelo período de 01/06/2022 e 30/07/2023, na classe de um Fundo de Renda Fixa Referenciado DI, classiﬁcado como curto prazo pela Receita Federal Brasileira. A tabela abaixo apresenta a rentabilidade dessa classe para o período do investimento.","R$ 3.156.170,25","R$ 3.147.430,82","R$ 3.148.585,24","R$ 3.152.616,50 99",C,SIM,,6
384,[205323-A],Produtos e Investimentos,"Érica é uma investidora que tem preferência por aplicações em títulos de Renda Fixa, mas decidiu, a partir do ano de 2023, começar a investir em um Fundo de Investimento. Ao abrir uma conta em uma instituição de sua conﬁança e procurar o auxílio dos proﬁssionais, ela explicou que gostaria de aplicar seus recursos em um fundo que lhe garantisse custos menores para montar uma carteira diversiﬁcada em renda ﬁxa, que fosse um fundo constituído na forma de condomínio aberto, que tenha uma gestão passiva e, que se possível, lhe pagasse dividendos. Sabendo das preferências da investidora Érica, os proﬁssionais da instituição indicaram a aplicação em um",Fundo de Investimento em Participações (FIP).,Fundo de Índice ou Exchange Traded Funds (ETFs).,Fundo de Investimento Imobiliário (FIl).,Fundo de Investimento em Direito Creditório (FIDC).,B,NAO,,6
385,[105635],Sistema Financeiro e Regulação,"Segundo o Código de Administração e Gestão de Recursos de Terceiros da ANBIMA, a gestão do risco de liquidez da carteira de um Fundo Renda Fixa Aberto, destinado a investidores não qualiﬁcados, deverá ser desempenhada pelo: I – administrador. II – custodiante. III – gestor. Está correto o que se aﬁrma em:","III, apenas.","I e III, apenas.","I e II, apenas.","II, apenas.",B,NAO,,6
386,[105355],Produtos e Investimentos,"Um investidor de um fundo cambial reclama que não obteve a totalidade da expressiva desvalorização ocorrida do real. O mesmo deve ser informado de que, além da taxa de administração,",o spread existente entre as cotações de compra e venda de moeda estrangeira reduz a rentabilidade do fundo.,105355 b) a existência de fusos horários nos principais mercados ﬁnanceiros inibe a correta preciﬁcação de ativos denominados em moeda estrangeira.,a redução do cupom cambial poderá ter impacto negativo no valor da cota.,a elevação do cupom cambial poderá provocar desvalorização da cota.,B,NAO,,6
387,[105634],Sistema Financeiro e Regulação,"Segundo o Codigo ANBIMA de Administração e Gestão de Recursos de Terceiros, o Administrador Fiduciário é o responsável, dentre outros serviços,",pela gestão proﬁssional dos ativos ﬁnanceiros integrantes das carteiras dos veículos de investimento.,"pela veriﬁcação do processo de prevenção à lavagem de dinheiro e ﬁnanciamento ao terrorismo, dos ativos ﬁnanceiros adquiridos pelos veículos de investimento.","pela gestão do risco de liquidez dos veículos de investimento, em conjunto com o Gestor de Recursos.",pelas ordens de compra e venda de ativos ﬁnanceiros e demais modalidades operacionais das carteiras administradas. 100,D,NAO,,6
388,[105183],Sistema Financeiro e Regulação,"Segundo a Resolução CVM para os fundos de investimento, o material de divulgação da Política de Distribuição de um fundo aberto, destinado a investidores não qualiﬁcados, deve incluir dentre outras informações,",um resumo do manual de marcação a mercado dos ativos do fundo e a descrição da forma de remuneração dos distribuidores.,a descrição detalhada da política de investimento do fundo e os eventuais conﬂitos de interesse dos distribuidores no esforço de venda.,a descrição da forma de remuneração dos distribuidores e os eventuais conﬂitos de interesse no esforço de venda.,a forma de gerenciamento da liquidez dos ativos do fundo e se o principal distribuidor da oferta é o gestor ou empresa ligada ao mesmo grupo econômico.,C,NAO,,6
389,[105636],Sistema Financeiro e Regulação,"Segundo as Regras e Procedimentos de Administração e Gestão de Recursos de Terceiros da ANBIMA, para o Apreçamento dos veículos de investimentos, podemos aﬁrmar que: I – as regras, procedimentos e metodologias utilizadas pelo Administrador Fiduciário no apreçamento dos ativos ﬁnanceiros dos veículos de investimento, sob sua administração, deverão ser públicas. II – o Administrador Fiduciário deverá divulgar em seu site versão completa do seu Manual de Apreçamento. III – as informações de preços ou fatores utilizados no Apreçamento de ativos ﬁnanceiros deverão ser convertidos da moeda estrangeira para a moeda nacional, utilizando a taxa de câmbio referencial (D2), divulgada pela B3. Está correto o que se aﬁrma em","I, II e III.","I e II, apenas.","I e III, apenas.","II e III, apenas.",C,NAO,,6
390,[305318],Produtos e Investimentos,"Dentre as alternativas abaixo, um proﬁssional liberal que contribui para o Regime Geral da Previdência Social possui direito aos benefícios:",Aposentadoria pela Regra Geral; Auxílio Acidente; e Auxílio Desemprego.,Aposentadoria pela Regra Geral; Aposentadoria por Invalidez; e Auxílio Acidente.,Aposentadoria pela Regra Geral; Aposentadoria Especial; e Auxílio Maternidade.,Aposentadoria por Idade; Pensão por morte; e Seguro de Vida.,C,NAO,,6
391,[106413],Produtos e Investimentos,Os benefícios tributários de diferimento ﬁscal de um PGBL só podem ser utilizados quando o cliente:,For contribuinte da previdência social através de RGPS ou RPPS.,Realizar um VGBL de mesmo valor.,Contribuir exclusivamente através de RGPS (INSS).,Fizer sua declaração do imposto de renda anual (DIR-PF) através do modelo simpliﬁcado. 101,C,NAO,,6
392,[106526],Produtos e Investimentos,"Laura, 35 anos, funcionária pública contribuinte pelo RPPS (Regime Próprio de Previdência Social), está abrindo uma conta com você, na sua instituição ﬁnanceira. Durante a reunião, ela informa que tem um salário R$ 10.000.00 mensais, totalizando uma renda anual bruta de R$ 132.000,00 (contabilizando o décimo terceiro). Além disso, ela diz que já está pensando na sua aposentadoria, e que acabou de iniciar um plano de previdência privada, do tipo PGBL com tabela regressiva, com contribuições mensais no valor de R$ 2.000,00. Diante dessas informações, você diz a Laura que ela:","Deve continuar realizando aportes mensais de R$ 2.000,00 no plano PGBL, totalizando R$ 24.000,00 no ano.","Deve realizar contribuições no PGBL até o limite de 12% da sua renda bruta, considerando o valor do décimo terceiro da sua renda bruta anual.","Deve realizar contribuições no PGBL até o limite de 12% da sua renda bruta, desconsiderando o valor do décimo terceiro da sua renda bruta anual.","Não deve realizar este tipo de plano, pois apenas contribuintes do INSS podem utilizar as contribuições do PGBL como despesa no seu Imposto de Renda.",A,NAO,,6
393,[305406],Produtos e Investimentos,"Um cliente deseja fazer um único aporte de R$ 100.000,00 em um plano de previdência, onde o plano possui taxa de carregamento na entrada e rendimento bruto de 10% ao ano. Sabendo que ele pretende manter este plano por 5 anos, qual a melhor opção para ele, considerando as taxas de carregamento e administração abaixo, nesta respectiva ordem?","0,00% e 1,70% a.a.","3,00% e 1,00% a.a","2,00% e 1,20% a.a.","1,00% e 1,50% a.a.",C,NAO,,6
394,[305513],Produtos e Investimentos,"Rafael possui uma renda bruta anual de R$ 204.000,00. Sua declaração de ajuste anual do imposto de renda é feita pelo modelo completo e ele é um contribuinte do INSS. Ele decide efetuar contribuições em um PGBL para usufruir do incentivo ﬁscal. Qual é o valor de postergação máxima de IR que ele conseguirá obter em um ano?","R$ 56.109,00","R$ 24.480,00","R$ 9.504,00","R$ 6.732,00",C,NAO,,6
395,[305536],Produtos e Investimentos,"Rosa fez um planejamento para contribuir mensalmente com R$ 900,00 durante 22 anos visando sua aposentadoria. Levando em consideração que ela estará contratando um plano VGBL com o primeiro aporte ocorrendo de imediato, qual será o valor de seu patrimônio acumulado ao ﬁnal do prazo e o valor dos rendimentos tributáveis em caso de resgate (ou conversão de renda), se a rentabilidade do fundo de investimentos escolhido tiver 7%a.a ?","R$ 546.035,05 e R$ 237.600,00","R$ 549.122,41 e R$ 237.600,00","R$ 549.122,41 e R$ 311.522,41","R$ 546.035,05 e R$ 308.435,05 102",D,NAO,,6
396,[305540],Produtos e Investimentos,"Um indivíduo, 38 anos de idade, realizou uma única aplicação no valor de R$ 500.000,00 em um plano de previdência complementar do tipo Plano Gerador de Benefício Livre (PGBL), com regime de tributação exclusivo na fonte, (tabela regressiva). Caso esse indivíduo efetue o resgate total aos 50 anos, de idade e o rendimento bruto anual do PGBL, seja constante 11,00% a.a, durante todo o período, ele receberá o valor líquido de: • Dados: desconsidere outras taxas e deduções.","R$ 1.486.841,50","R$ 1.624.302,77","R$ 1.268.188, 34","R$ 1.574.302,77",C,NAO,,6
397,[305707],Produtos e Investimentos,"Suzane, uma investidora comum, jovem, com patrimônio de R$ 500.000,00, possui perﬁl arrojado. Ela está interessada em fazer um aporte de R$ 100.000,00 em um plano de previdência do tipo VGBL e consulta um proﬁssional CFP® para saber qual o melhor fundo para ela, entre quatro opções que lhe apresentaram. Sabendo que ela pretende resgatar esses recursos apenas na aposentadoria, dentre as quatro opções abaixo que apresentaram a Suzane, o proﬁssional deveria recomendar o fundo com a composição:",100% em renda variável,"70% renda variável, 20% renda ﬁxa e 10% cambial","49% renda variável, 30% multimercado e 21% renda ﬁxa","40% renda variável, 40% imóveis e 20% renda ﬁxa",D,NAO,,6
398,[306109],Produtos e Investimentos,"Considerando os dados abaixo, qual o lucro e a variância?","5,125 e 1,67","5,125 e 2,80","5,00 e 1,67","5,00 e 2,80",B,SIM,,6
399,[207127],Mercado Financeiro e Economia,O risco de mercado de um ativo qualquer pode ser mensurado pelo:,cálculo da média aritmética em relação aos retornos do ativo.,grau de dispersão dos retornos do ativo em relação ao retorno do ativo livre de risco.,cálculo da média geométrica em relação aos retornos do ativo.,grau de dispersão dos retornos do ativo em relação à média de seus retornos. 103,B,NAO,,6
400,[207231],"Análise, Planejamento e Gestão","Victório possui uma carteira de investimentos no qual apresenta maior oscilação que a carteira de mercado. Desta forma, podemos aﬁrmar que o Beta da carteira do Victório é:",igual a 0,igual a 1,maior que 1,menor que 1,D,NAO,,6
